,Title,Author,Rating,Img,Img_description,Year,Words,Minutes,Description,Genres,Blurb,PDF,Epub,Read
812,The Wee Bannock,Flora Annie Steel,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/oldwoman.jpg,A castle. Graphite filter.,1918.0,1576,7,"After an old woman cooks two oatmeal bannocks, one decides to run away.",Childrens;Fantasy,"Now just as they were toasting away, smelling so fresh and tasty, in came the old man, and seeing them look so crisp and nice, takes up one of them and snaps a piece out of it. On this the other bannock thought it high time to be off, so up it jumps and away it trundles as fast as ever it could.",https://www.libraryofshortstories.com/storiespdf/the-wee-bannock.pdf,https://www.libraryofshortstories.com/storiesepub/the-wee-bannock.epub,https://www.libraryofshortstories.com/onlinereader/the-wee-bannock
813,The Well,W. W. Jacobs,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/well.jpg,"A round, stone well, seen from inside. Graphite filter.",1902.0,4249,17,"Jem Benson’s cousin, Wilfred, alludes having some private letters between the Jem and a woman not his wife.",Horror,"“Smoke your cigar in peace,” she said quietly. “I am settled here for a quiet talk. Has anything been heard of Wilfred yet?” - “Nothing.”",https://www.libraryofshortstories.com/storiespdf/the-well.pdf,https://www.libraryofshortstories.com/storiesepub/the-well.epub,https://www.libraryofshortstories.com/onlinereader/the-well
814,The Well of the World’s End,Flora Annie Steel,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/frog.jpg,A frog with a blank expression. Graphite filter.,1918.0,1113,5,A young girl is asked by her step-mother to fetch water from the Well of the World’s End with a sieve.,Childrens;Fantasy,"“Go, fill it at the Well of the World’s End and bring it home to me full, or woe betide you.”",https://www.libraryofshortstories.com/storiespdf/the-well-of-the-worlds-end.pdf,https://www.libraryofshortstories.com/storiesepub/the-well-of-the-worlds-end.epub,https://www.libraryofshortstories.com/onlinereader/the-well-of-the-worlds-end
815,The Wendigo,Algernon Blackwood,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/spruce.jpg,A spruce tree in the snow. Graphite filter,1910.0,18396,74,A party of five are hunting moose in the Canadian backwoods when they get the sense that something is out there with them.,Horror,And it was in that moment of distress and confusion that the whip of terror laid its most nicely calculated lash about his heart.,https://www.libraryofshortstories.com/storiespdf/the-wendigo.pdf,https://www.libraryofshortstories.com/storiesepub/the-wendigo.epub,https://www.libraryofshortstories.com/onlinereader/the-wendigo
816,What Stumped the Bluejays,Mark Twain,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/bluejay.jpg,A open mouthed bluejay on a fence. Graphite filter.,1880.0,2079,9,"A man, claiming to understand animals, tells of how a bluejay couldn’t figure out where all his acorns were going after trying to hide them in a hole in a house’s roof.",Childrens,"You think a cat can swear. Well, a cat can; but you give a bluejay a subject that calls for his reserve powers, and where is your cat!",https://www.libraryofshortstories.com/storiespdf/what-stumped-the-blue-jays.pdf,https://www.libraryofshortstories.com/storiesepub/what-stumped-the-blue-jays.epub,https://www.libraryofshortstories.com/onlinereader/what-stumped-the-blue-jays
817,What the Moon Brings,H. P. Lovecraft,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/moon.jpg,A full moon at night. Graphite filter,1923.0,726,3,A man walks through a dream-like garden and discovers horrors within.,Horror;Fantasy;Gothic,"I hate the moon—I am afraid of it—for when it shines on certain scenes familiar and loved it sometimes makes them unfamiliar and hideous.
It was in the spectral summer when the moon shone down...",https://www.libraryofshortstories.com/storiespdf/what-the-moon-brings.pdf,https://www.libraryofshortstories.com/storiesepub/what-the-moon-brings.epub,https://www.libraryofshortstories.com/onlinereader/what-the-moon-brings
818,When the World Was Young,Jack London,5.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/when_the_world_was_young.jpg,"A man in a forest shines a light on a large, naked, bearded man. Black and white drawing.",1910.0,6454,26,"While sneaking through the forest estate of a rich lawyer, a burglar comes across something scarier than any wild animal.",Adventure,"Looking about him, he noticed that the coyote had ceased its noise and was running away along the crest of the hill, and behind it, in full pursuit, no longer chanting, ran the naked creature he had encountered in the garden.",https://www.libraryofshortstories.com/storiespdf/when-the-world-was-young.pdf,https://www.libraryofshortstories.com/storiesepub/when-the-world-was-young.epub,https://www.libraryofshortstories.com/onlinereader/when-the-world-was-young
819,Where Is The Tropic Of Capricorn??,Richard Connell,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/petersburg.jpg,A 20th century city street. Graphite Filter.,1922.0,4983,20,"Peter Mullaney, falls short of his dream of becoming a cop by being one eighth of an inch under regulation height, but is determined as ever to prove himself and get in.",Quirky,"“Pether,” said Officer Gaffney, dubiously, scratching his head with the tip of his night-stick, “I disrimimber but I think—I think, mind ye, it’s in the Bronx.”",https://www.libraryofshortstories.com/storiespdf/where-is-the-tropic-of-capricorn.pdf,https://www.libraryofshortstories.com/storiesepub/where-is-the-tropic-of-capricorn.epub,https://www.libraryofshortstories.com/onlinereader/where-is-the-tropic-of-capricorn
820,The Whirligig of Life,O. Henry,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/ring.jpg,A gold ring. Graphite filter.,1910.0,2256,10,"In the mountains, a man and a woman come to their local Justice-of-the-Peace to petition for divorce.",Quirky;Literary,“We-all can’t git along together nohow. It’s lonesome enough fur to live in the mount’ins when a man and a woman keers fur one another”,https://www.libraryofshortstories.com/storiespdf/the-whirligig-of-life.pdf,https://www.libraryofshortstories.com/storiesepub/the-whirligig-of-life.epub,https://www.libraryofshortstories.com/onlinereader/the-whirligig-of-life
821,The Whistling Room,William Hope Hodgson,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_whistling_room.jpg,Drawing of a slightly distressed woman in a light gown.,1910.0,7131,29,Carnacki is called to help at a house with a mysterious whistling sound with no apparent source.,Mystery;Fantasy;Gothic,"“Then I heard it, an extraordinary hooning whistle, monstrous and inhuman, coming from far away through corridors to my right.”",https://www.libraryofshortstories.com/storiespdf/the-whistling-room.pdf,https://www.libraryofshortstories.com/storiesepub/the-whistling-room.epub,https://www.libraryofshortstories.com/onlinereader/the-whistling-room
822,The White People,Arthur Machen,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/tome.jpg,A splayed open book. Graphite filter.,1904.0,17505,71,"Two men are debating what real evil is, when one brings up a mysterious diary in which a young girl wrote an unsettling but intriguing stream of dreams and fairytales.",Horror;Fantasy,"“And let me tell you this: our higher senses are so blunted, we are so drenched with materialism, that we should probably fail to recognize real wickedness if we encountered it.”",https://www.libraryofshortstories.com/storiespdf/the-white-people.pdf,https://www.libraryofshortstories.com/storiesepub/the-white-people.epub,https://www.libraryofshortstories.com/onlinereader/the-white-people
823,The White Ship,H. P. Lovecraft,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lighthouse.jpg,A lighthouse on a rocky shore. Graphite filter,1919.0,2535,11,"Basil Elton, keeper of a lighthouse, answers the call from a mysterious white ship and joins it’s captain on a journey to the South.",Gothic;Horror;Fantasy,"Out of the South it would glide very smoothly and silently over the sea. And whether the sea was rough or calm, and whether the wind was friendly or adverse, it would always glide smoothly and silently, its sails distant and its long strange tiers of oars moving rhythmically.",https://www.libraryofshortstories.com/storiespdf/the-white-ship.pdf,https://www.libraryofshortstories.com/storiesepub/the-white-ship.epub,https://www.libraryofshortstories.com/onlinereader/the-white-ship
824,The Wicked Prince,Hans Christian Andersen,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_wicked_prince.jpg,A drawing of a prince dressed in a lavish red uniform,1840.0,982,4,An arrogant and warmongering prince vows to defeat God Himself.,Childrens;Fantasy,"“Prince, you are mighty indeed, but God’s power is much greater than yours; we dare not obey your orders.”",https://www.libraryofshortstories.com/storiespdf/the-wicked-prince.pdf,https://www.libraryofshortstories.com/storiesepub/the-wicked-prince.epub,https://www.libraryofshortstories.com/onlinereader/the-wicked-prince
825,The Widower Turmore,Ambrose Bierce,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/brick.jpg,A brick wall. Graphite filter.,1891.0,2033,9,"Joram Turmore is proud member of the Turmore family, who have never earnt an honest dollar since the seventeenth century. Worried that poverty may force him into labour, Joram finds a rich bachelorette to save him.",Quirky;Gothic,Laborare est errare.,https://www.libraryofshortstories.com/storiespdf/the-widower-turmore.pdf,https://www.libraryofshortstories.com/storiesepub/the-widower-turmore.epub,https://www.libraryofshortstories.com/onlinereader/the-widower-turmore
826,The Widow’s Might,Charlotte Perkins Gilman,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/letter.jpg,A letter with a wax seal. Graphite filter.,1911.0,2768,12,Mrs. McPherson tells her children that they won’t be getting any inheritance today.,Literary,“What are we going to do with Mother?”,https://www.libraryofshortstories.com/storiespdf/the-widows-might.pdf,https://www.libraryofshortstories.com/storiesepub/the-widows-might.epub,https://www.libraryofshortstories.com/onlinereader/the-widows-might
827,William Wilson,Edgar Allan Poe,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/shattered.jpg,Little fragments of shattered glass. Graphite filter.,1839.0,7935,32,"William Wilson tells of his childhood, in which he met another boy of the same name. And as he soon discovers, the same clothes. And then the similarities only reveal themselves worse and worse.",Gothic;Horror;Fantasy,"Not thus he appeared—assuredly not thus—in the vivacity of his waking hours. The same name! the same contour of person! the same day of arrival at the academy! And then his dogged and meaningless imitation of my gait, my voice, my habits, and my manner!",https://www.libraryofshortstories.com/storiespdf/william-wilson.pdf,https://www.libraryofshortstories.com/storiesepub/william-wilson.epub,https://www.libraryofshortstories.com/onlinereader/william-wilson
828,The Wind’s Message,Banjo Paterson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/kangaroo.jpg,A kangaroo on a plains. Graphite filter.,1895.0,356,2,"A whisper reaches the city folk from the outback, tempting them to set out into the bush.",Poetry,A sound of voices silent now and songs of long ago.,https://www.libraryofshortstories.com/storiespdf/the-winds-message.pdf,https://www.libraryofshortstories.com/storiesepub/the-winds-message.epub,https://www.libraryofshortstories.com/onlinereader/the-winds-message
829,Wings in the Night,Robert E. Howard,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/wings_in_the_night.jpg,Drawing of a man with short hair wrestling a winged demon in the clouds.,1932.0,12357,50,Solomon Kane comes across a desecrated village that seems to have been attacked from above.,Fantasy;Adventure;Horror;Gothic,"“The wings! the wings! They come again! Ahhh, mercy, the wings!”",https://www.libraryofshortstories.com/storiespdf/wings-in-the-night.pdf,https://www.libraryofshortstories.com/storiesepub/wings-in-the-night.epub,https://www.libraryofshortstories.com/onlinereader/wings-in-the-night
